orajel antiseptic rinse,therapeutic mouthwashes/oral rinses,minor dental procedures
orajel antiseptic rinse,therapeutic mouthwashes/oral rinses,accidental injury
orajel antiseptic rinse,therapeutic mouthwashes/oral rinses,orthodontic appliances
orajel antiseptic rinse,therapeutic mouthwashes/oral rinses,canker sores
orajel antiseptic rinse,therapeutic mouthwashes/oral rinses,dentures
orajel antiseptic rinse,therapeutic mouthwashes/oral rinses,irritations mouth gums
dentek toothache kit,toothache products,oral pain reliever
orajel,toothache products,oral pain reliever
sensodyne,"toothpaste, sensitive gums/teeth",builds increasing protection painful sensitivity teeth cold
sensodyne,"toothpaste, sensitive gums/teeth",heat
sensodyne,"toothpaste, sensitive gums/teeth",acids
sensodyne,"toothpaste, sensitive gums/teeth",sweets
sensodyne,"toothpaste, sensitive gums/teeth",contact
sensodyne,"toothpaste, sensitive gums/teeth",aids prevention dental cavities
myoflex,topical analgesics,topical analgesic
zim's max-freeze,topical analgesics,topical analgesic
duofilm,wart removers,wart remover
curad mediplast,wart removers,corns
curad mediplast,wart removers,calluses
curad mediplast,wart removers,common warts
nizoral,dandruff shampoo,antidandruff shampoo
head & shoulders,dandruff shampoo,antidrandruff
mederma stretch marks,stretch mark treatments,temporarily protects helps relieve chapped cracked skin
a+d ointment,incontinence-related skin protectants,helps treat prevent diaper rash
a+d ointment,incontinence-related skin protectants,temporarily protects minor
a+d ointment,incontinence-related skin protectants,cuts
a+d ointment,incontinence-related skin protectants,scrapes
a+d ointment,incontinence-related skin protectants,burns
a+d ointment,incontinence-related skin protectants,cuts
a+d ointment,incontinence-related skin protectants,scrapes
a+d ointment,incontinence-related skin protectants,burns
a+d ointment,incontinence-related skin protectants,temporarily protects helps relieve chapped
a+d ointment,incontinence-related skin protectants,chafed cracked skin lips
a+d ointment,incontinence-related skin protectants,protect chafed skin due diaper rash helps seal wetness
boudreaux's butt paste,incontinence-related skin protectants,helps treat prevent diaper
boudreaux's butt paste,incontinence-related skin protectants,protects chafed skin due diaper rash helps seal wetness
vaseline petroleum jelly,incontinence-related skin protectants,skin protectant
micatin,jock itch/antifungal products,antifungal
lamisil,jock itch/antifungal products,antifungal
zeasorb,jock itch/antifungal products,antifungal
fungi-nail,fungal nail management,antifungal
tineacide,fungal nail management,antifungal
lamisil,athlete's foot/antifungal products,antifungal
micatin,athlete's foot/antifungal products,antifungal
zeasorb,athlete's foot/antifungal products,antifungal
mineral ice,"topical analgesics, arthritis/joint pain",topical analgesic
myoflex,"topical analgesics, arthritis/joint pain",topical analgesic
aveeno,topical poison ivy/oak remedies,poison ivy
aveeno,topical poison ivy/oak remedies,oak sumac
aveeno,topical poison ivy/oak remedies,insect bites
aveeno,topical poison ivy/oak remedies,rashes
aveeno,topical poison ivy/oak remedies,eczema
domeboro,topical poison ivy/oak remedies,poison ivy
domeboro,topical poison ivy/oak remedies,poison oak
domeboro,topical poison ivy/oak remedies,poison sumac
domeboro,topical poison ivy/oak remedies,insect bites
domeboro,topical poison ivy/oak remedies,athlete foot
domeboro,topical poison ivy/oak remedies,rashes caused soaps
domeboro,topical poison ivy/oak remedies,detergents
domeboro,topical poison ivy/oak remedies,cosmetics
domeboro,topical poison ivy/oak remedies,jewelry
arnicare,homeopathic topical analgesics,pain reliever
biorelief,homeopathic topical analgesics,topical analgesic
allegra allergy,"antihistamines, oral",antihistamine
coricidin hbp cold & flu,flu products,temporarily relieves
coricidin hbp cold & flu,flu products,minor aches pains
coricidin hbp cold & flu,flu products,headache
coricidin hbp cold & flu,flu products,sneezing
coricidin hbp cold & flu,flu products,runny nose
coricidin hbp cold & flu,flu products,minor aches pains
coricidin hbp cold & flu,flu products,headache
coricidin hbp cold & flu,flu products,sneezing
coricidin hbp cold & flu,flu products,runny nose
coricidin hbp cold & flu,flu products,temporarily reduces fever
vicks vaporub,"topical cough suppressants, ointments",chest throat
vicks vaporub,"topical cough suppressants, ointments",temporarily relieves cough due common cold
vicks vaporub,"topical cough suppressants, ointments",muscles joints
vicks vaporub,"topical cough suppressants, ointments",temporarily relieves minor aches pains
robitussin,"cough/cold/flu combinations, liquid formulations",temporarily relieves symptoms occurring cold flu
robitussin,"cough/cold/flu combinations, liquid formulations",headache
robitussin,"cough/cold/flu combinations, liquid formulations",nasal congestion
robitussin,"cough/cold/flu combinations, liquid formulations",sore throat
robitussin,"cough/cold/flu combinations, liquid formulations",cough
robitussin,"cough/cold/flu combinations, liquid formulations",minor aches pains
robitussin,"cough/cold/flu combinations, liquid formulations",headache
robitussin,"cough/cold/flu combinations, liquid formulations",nasal congestion
robitussin,"cough/cold/flu combinations, liquid formulations",sore throat
robitussin,"cough/cold/flu combinations, liquid formulations",cough
robitussin,"cough/cold/flu combinations, liquid formulations",minor aches pains
robitussin,"cough/cold/flu combinations, liquid formulations",temporarily reduces fever
theraflu,"cough/cold/flu combinations, liquid formulations",minor aches pains
theraflu,"cough/cold/flu combinations, liquid formulations",headache
theraflu,"cough/cold/flu combinations, liquid formulations",minor sore throat pain
theraflu,"cough/cold/flu combinations, liquid formulations",nasal sinus congestion
theraflu,"cough/cold/flu combinations, liquid formulations",temporarily reduces fever
theraflu,"cough/cold/flu combinations, liquid formulations",helps loosen phlegm mucus thin bronchial secretions drain bronchial tubes
dayquil,"cough/cold/flu combinations, liquid formulations",temporarily relieves common coldflu symptoms
dayquil,"cough/cold/flu combinations, liquid formulations",nasal congestion
dayquil,"cough/cold/flu combinations, liquid formulations",sinus congestion pressure
dayquil,"cough/cold/flu combinations, liquid formulations",cough due minor throat bronchial irritation
dayquil,"cough/cold/flu combinations, liquid formulations",minor aches pains
dayquil,"cough/cold/flu combinations, liquid formulations",headache
dayquil,"cough/cold/flu combinations, liquid formulations",fever
dayquil,"cough/cold/flu combinations, liquid formulations",sore throat
dayquil,"cough/cold/flu combinations, liquid formulations",reduces swelling nasal passages
dayquil,"cough/cold/flu combinations, liquid formulations",temporarily restores freer breathing nose
dayquil,"cough/cold/flu combinations, liquid formulations",promotes nasal andor sinus drainage
dayquil,"cough/cold/flu combinations, liquid formulations",helps loosen phlegm mucus thin bronchial secretions rid bronchial passageways bothersome mucus make coughs productive
dayquil,"cough/cold/flu combinations, liquid formulations",nasal congestion
dayquil,"cough/cold/flu combinations, liquid formulations",sinus congestion pressure
dayquil,"cough/cold/flu combinations, liquid formulations",cough due minor throat bronchial irritation
dayquil,"cough/cold/flu combinations, liquid formulations",minor aches pains
dayquil,"cough/cold/flu combinations, liquid formulations",headache
dayquil,"cough/cold/flu combinations, liquid formulations",fever
dayquil,"cough/cold/flu combinations, liquid formulations",sore throat
dayquil,"cough/cold/flu combinations, liquid formulations",reduces swelling nasal passages
dayquil,"cough/cold/flu combinations, liquid formulations",temporarily restores freer breathing nose
dayquil,"cough/cold/flu combinations, liquid formulations",promotes nasal andor sinus drainage
dayquil,"cough/cold/flu combinations, liquid formulations",helps loosen phlegm mucus thin bronchial secretions rid bronchial passageways bothersome mucus make coughs productive
fisherman's friend,"topical cough suppressants, lozenges",cough due minor throat bronchial irritation occurring common cold inhaled irritants
fisherman's friend,"topical cough suppressants, lozenges",occasional minor sore throat
ricola,"topical cough suppressants, lozenges",cough due cold inhaled irritants
ricola,"topical cough suppressants, lozenges",occasional minor irritation pain due sore throat sore mouth
cold-eeze,cold remedies,reduce duration common cold
cold-eeze,cold remedies,reduces severity cold symptoms cough
cold-eeze,cold remedies,sore throat
cold-eeze,cold remedies,stuffy nose
cold-eeze,cold remedies,sneezing
cold-eeze,cold remedies,post nasal drip andor hoarseness
cold-eeze,zinc cold remedies,reduce duration common cold
cold-eeze,zinc cold remedies,reduces severity cold symptoms cough
cold-eeze,zinc cold remedies,sore throat
cold-eeze,zinc cold remedies,stuffy nose
cold-eeze,zinc cold remedies,sneezing
cold-eeze,zinc cold remedies,post nasal drip andor hoarseness
zicam,zinc lozenges,reduces duration common cold
zicam,zinc lozenges,reduces severity cold symptoms
zicam,zinc lozenges,sore throat
zicam,zinc lozenges,stuffy nose
zicam,zinc lozenges,sneezing
zicam,zinc lozenges,coughing
zicam,zinc lozenges,congestion
zicam,zinc lozenges,sore throat
zicam,zinc lozenges,stuffy nose
zicam,zinc lozenges,sneezing
zicam,zinc lozenges,coughing
zicam,zinc lozenges,congestion
cold-eeze,zinc lozenges,reduce duration common cold
cold-eeze,zinc lozenges,reduces severity cold symptoms cough
cold-eeze,zinc lozenges,sore throat
cold-eeze,zinc lozenges,stuffy nose
cold-eeze,zinc lozenges,sneezing
cold-eeze,zinc lozenges,post nasal drip andor hoarseness
theraflu,"cough/cold/flu combinations, solid formulations",temporarily relieves symptoms due cold
theraflu,"cough/cold/flu combinations, solid formulations",minor aches
theraflu,"cough/cold/flu combinations, solid formulations",minor sore throat pain
theraflu,"cough/cold/flu combinations, solid formulations",headache
theraflu,"cough/cold/flu combinations, solid formulations",nasal sinus congestion
theraflu,"cough/cold/flu combinations, solid formulations",runny nose
theraflu,"cough/cold/flu combinations, solid formulations",sneezing
theraflu,"cough/cold/flu combinations, solid formulations",itchy nose throat
theraflu,"cough/cold/flu combinations, solid formulations",itchy
theraflu,"cough/cold/flu combinations, solid formulations",watery eyes due hay fever
theraflu,"cough/cold/flu combinations, solid formulations",cough due minor throat bronchial
theraflu,"cough/cold/flu combinations, solid formulations",minor aches
theraflu,"cough/cold/flu combinations, solid formulations",minor sore throat pain
theraflu,"cough/cold/flu combinations, solid formulations",headache
theraflu,"cough/cold/flu combinations, solid formulations",nasal sinus congestion
theraflu,"cough/cold/flu combinations, solid formulations",runny nose
theraflu,"cough/cold/flu combinations, solid formulations",sneezing
theraflu,"cough/cold/flu combinations, solid formulations",itchy nose throat
theraflu,"cough/cold/flu combinations, solid formulations",itchy
theraflu,"cough/cold/flu combinations, solid formulations",watery eyes due hay fever
theraflu,"cough/cold/flu combinations, solid formulations",cough due minor throat bronchial
theraflu,"cough/cold/flu combinations, solid formulations",temporarily reduces fever
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",temporarily relieves symptoms due common cold flu
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",nasal congestion
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",headache
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",minor aches pains
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",runny nose
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",sneezing
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",sore throat
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",nasal congestion
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",headache
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",minor aches pains
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",runny nose
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",sneezing
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",sore throat
contac cold + flu day/night,"cough/cold/flu combinations, solid formulations",temporarily reduces fever
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",temporarily relieves common coldflu symptoms
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",nasal congestion
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",sinus congestion pressure
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",cough due minor throat bronchial irritation
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",minor aches pains
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",headache
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",fever
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",sore throat
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",reduces swelling nasal passages
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",temporarily restores freer breathing nose
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",promotes nasal andor sinus drainage
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",helps loosen phlegm mucus thin bronchial secretions rid bronchial passageways bothersome mucus make coughs productive
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",nasal congestion
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",sinus congestion pressure
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",cough due minor throat bronchial irritation
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",minor aches pains
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",headache
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",fever
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",sore throat
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",reduces swelling nasal passages
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",temporarily restores freer breathing nose
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",promotes nasal andor sinus drainage
dayquil cold and flu,"cough/cold/flu combinations, solid formulations",helps loosen phlegm mucus thin bronchial secretions rid bronchial passageways bothersome mucus make coughs productive
zyrtec-d,"decongestants, oral",temporarily relieves symptoms due hay fever upper respiratory allergies
zyrtec-d,"decongestants, oral",runny nose
zyrtec-d,"decongestants, oral",sneezing
zyrtec-d,"decongestants, oral",itchy
zyrtec-d,"decongestants, oral",watery eyes
zyrtec-d,"decongestants, oral",itching nose throat
zyrtec-d,"decongestants, oral",nasal congestion
zyrtec-d,"decongestants, oral",runny nose
zyrtec-d,"decongestants, oral",sneezing
zyrtec-d,"decongestants, oral",itchy
zyrtec-d,"decongestants, oral",watery eyes
zyrtec-d,"decongestants, oral",itching nose throat
zyrtec-d,"decongestants, oral",nasal congestion
zyrtec-d,"decongestants, oral",reduces swelling nasal passages
zyrtec-d,"decongestants, oral",temporarily relieves sinus congestion pressure
zyrtec-d,"decongestants, oral",temporarily restores freer breathing nose
advil sinus & cold,"decongestants, oral",headache
advil sinus & cold,"decongestants, oral",fever
advil sinus & cold,"decongestants, oral",sinus pressure
advil sinus & cold,"decongestants, oral",nasal congestion
advil sinus & cold,"decongestants, oral",minor body aches pains
nexafed,"decongestants, oral",temporary relief nasal congestion due common cold
nexafed,"decongestants, oral",hay fever upper respiratory allergies
nexafed,"decongestants, oral",helps decongest sinus openings passages temporarily relieves sinus congestion pressure
zyrtec-d,sinus products,temporarily relieves symptoms due hay fever upper respiratory allergies
zyrtec-d,sinus products,runny nose
zyrtec-d,sinus products,sneezing
zyrtec-d,sinus products,itchy
zyrtec-d,sinus products,watery eyes
zyrtec-d,sinus products,itching nose throat
zyrtec-d,sinus products,nasal congestion
zyrtec-d,sinus products,runny nose
zyrtec-d,sinus products,sneezing
zyrtec-d,sinus products,itchy
zyrtec-d,sinus products,watery eyes
zyrtec-d,sinus products,itching nose throat
zyrtec-d,sinus products,nasal congestion
zyrtec-d,sinus products,reduces swelling nasal passages
zyrtec-d,sinus products,temporarily relieves sinus congestion pressure
zyrtec-d,sinus products,temporarily restores freer breathing nose
aleve-d sinus & cold,sinus products,sinus pressure
aleve-d sinus & cold,sinus products,minor body aches pains
aleve-d sinus & cold,sinus products,headache
aleve-d sinus & cold,sinus products,nasal sinus congestion promotes sinus drainage restores freer breathing nose
aleve-d sinus & cold,sinus products,
nasalcrom,"decongestants, nasal (spray)",runnyitchy nose
nasalcrom,"decongestants, nasal (spray)",sneezing
nasalcrom,"decongestants, nasal (spray)",allergic stuffy nose
sinex ultra fine mist,"decongestants, nasal (spray)",nasal decongestant
nexafed,"decongestants, oral (abuse-deterrent)",temporary relief nasal congestion due common cold
nexafed,"decongestants, oral (abuse-deterrent)",hay fever upper respiratory allergies
nexafed,"decongestants, oral (abuse-deterrent)",helps decongest sinus openings passages temporarily relieves sinus congestion pressure
zephrex-d,"decongestants, oral (abuse-deterrent)",temporarily relieves nasal congestion due common cold
zephrex-d,"decongestants, oral (abuse-deterrent)",hay fever
zephrex-d,"decongestants, oral (abuse-deterrent)",upper respiratory allergies
zephrex-d,"decongestants, oral (abuse-deterrent)",temporarily relieves sinus congestion pressure
chestal,homeopathic cough products,temporary relieves cough due minor throat bronchial irritation may occur cold
chestal,homeopathic cough products,helps loosen phlegms mucus thin bronchial secretions make coughs productive
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",temporarily relieves common coldflu symptoms
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",minor aches pains
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",headache
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",sore throat
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",nasal congestion
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",runny nose sneezing
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",cough
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",sinus congestion pressure
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",minor aches pains
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",headache
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",sore throat
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",nasal congestion
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",runny nose sneezing
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",cough
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",sinus congestion pressure
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",helps clear nasal passages
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",relieves cough help sleep
tylenol cold multi-symptom nighttime,"cough/cold/flu combinations, nighttime",temporarily reduces fever
triaminic,children's cough/cold combinations,temporarily relieves nasal sinus congestion due cold
triaminic,children's cough/cold combinations,hay fever respiratory allergies
triaminic,children's cough/cold combinations,temporarily relieves symptoms due hay fever
triaminic,children's cough/cold combinations,respiratory allergies
triaminic,children's cough/cold combinations,runny nose
triaminic,children's cough/cold combinations,sneezing
triaminic,children's cough/cold combinations,itchy nose throat
triaminic,children's cough/cold combinations,itchy
triaminic,children's cough/cold combinations,watery eyes
triaminic,children's cough/cold combinations,runny nose
triaminic,children's cough/cold combinations,sneezing
triaminic,children's cough/cold combinations,itchy nose throat
triaminic,children's cough/cold combinations,itchy
triaminic,children's cough/cold combinations,watery eyes
triaminic,children's cough/cold combinations,temporarily relieves
triaminic,children's cough/cold combinations,sneezing
triaminic,children's cough/cold combinations,itchy nose throat
